rec_id,record_url,Item Number,Title,Language,Other Language,Pages,Captured Date,Report Date,Intel Date,Batch Number,Origin Office,Human Source Number,Col. Proj. Number,Source,Country,Related Country,Security Classification,Document Type,Map Locations,map_grid_ref,map_lat,map_lon,Log Number,Intel,Subject,Keyword,Organization,Personality,Location,Location C,Location P
154776,https://cdec.vietnam.ttu.edu/search/item.php?rec=154776,F034606652101,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 01-2564-70, 01/22/1970, CTZ 1, Quang Nam Province",English,Vietnamese,13,1970/01/22,1970/01/25,1970/01/20,70 0152,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"49PBT0346 [15.77842°, 108.22383°]",49PBT0346,15.77842,108.22383,01-2564-70 | V-00015,"Unknown Intelligence Subject Code | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Central Committee | Political Secretariat | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Sectional Organization | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Codes & Ciphers | Governmental Politics, & International Activities & Institutes | Executive Branch | Executive Agencies or Ministries | Transportation & Communication Systems | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Armed Forces | Staff Level Organizations | Personnel, Administration, Political Control | Governmental Politics, & International Activities & Institutes | Propaganda",Log # 01-2564-70 | Log # V-00015 | Combined Document Exploitation Center,Unknown G Description | Viet Cong Directive | Cover designations | Political Officer | WOMAN | DIRECT | COVER | POLITI,US 1st Marine Div. (Inc. ITT's) | Unit UT-A160 | Unit UT-B340 | Unit UT-CT | Unit UT-TV | Unit UT-C50 | Unit UT-B250 | Unit UT-B260 | Unit UT-B270 | Unit UT-B280 | Unit UT-B290 | Unit UT-B300 | Unit UT-B310 | Unit UT-B320 | Unit UT-B330 | Unit UT-B340 | Unit UT-B350 | Unit UT-B360 | Unit UT-B370 | Other Organization | Other Organization | Other Organization | Other Organization | Other Organization | Unit UT-C18 | Unit UT-H45 | Unit UT-H2 | Unit UT-B330 | Unit UT-A60,Nguyen Thi Tha | Thanh | Xuan Ha | Le Vanh | Le Vanh,CTZ 1 | CTZ 1 | CTZ 1 | QUANGD | Da Nang | Hoi An | CTZ 1 | CTZ 1 | CTZ 1 | Nam Giang | Dong Giang | Tay Giang | QUANGD | Loc Ninh,Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam | Quang Nam | Quang Nam | Quang Nam | Quang Nam
155879,https://cdec.vietnam.ttu.edu/search/item.php?rec=155879,F034606722596,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-0514-70, , CTZ 1, Quang Nam Province",English,Vietnamese,72,,1969/09/15,1967/07/20,70 0272,CDEC,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used,"49PAT9550 [15.81357°, 108.14872°]",49PAT9550,15.81357,108.14872,31-3469-70 | 09-0514-70,"Armed Forces | Status of the Armed Forces | Military History | Armed Forces | Territorial Organizations | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Organization & System | Armed Forces | Ground Forces | Reconnaissance | Brigades, Regiments, Battalions, & Smaller Units | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Organization & System | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Requirements for Information | Armed Forces | Ground Forces | Reconnaissance | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Cavalry | Reconnaissance | Armed Forces | Staff Level Organizations | Operations | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Transportation & Communication Systems | Communications, Electronic Systems, General | Administration, Organization | Armed Forces | Military Intentions | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Covert Operations, Tradecraft Techniques, Espionage, Counterespionage | Agents | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Covert Operations, Tradecraft Techniques, Espionage, Counterespionage | Agents | Selection & Recruitment | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Unknown Intelligence Subject Code | Unknown 3A Code",Log # 31-3469-70 | Log # 09-0514-70 | Unknown Modifier | Order of Battle | Combat Effectiveness | Combined Document Exploitation Center,Province Units | Unknown G Description | Recapitulation reports | District Units | Unknown G Description | Commo-Liason | Unknown G Description | PROVIN | MUNICI | RECAPI | DISTRI | MUNICI | COMMOL | IANG,Other Organization | Unit UT-70A | Unit UT-T25 | Regiment RT-31 | Unit UT-X1 | Unit UT-X2 | Company CO-1 | Company CO-2,Hoa Chau,CTZ 1 | QUANGD | Da Nang | Ha Tan | KHAMDUC | Cau Cay | CTZ 1 | Da Nang | Hoi An | Cam Thanh | THUANTINH | THANHTAM | Van Lang | Thanh Mai | Thanh Dong | Cam-An | An Ban | Tan Thanh | GANH | CAMCHAU | SONPHO | An My | TAMTHIEU | THANHTAY | Cam Ha | Thanh An | THANHQUE | THANHSUOI | BANOC | THANHNAM | CAMKIM | Ngoc Thanh | Thuong Phuoc | KIMBONG | CAMNAM | CTZ 1 | XUYENQUANG | NAMPHUOC | LANCHAU | MYDUAN | XUYENTHAI | An Phuoc | HANHAN | Trieu Chau | XUYENTAN | Van Quat | THILAI | NAHNLAC | ANBOI | XUYENAN | Ban Thach | Ha Tan | XUYENLONG | TRANHIEN | XUYENTHO | HONGTRIEU | Ngai Le | Hoi Son | MACA | XUYENPHUOC | An Luong | XUYENNGHIA | XUYENTRUONG | Chieu Son | Duy Dong | PHUBONG | THILAI | XUYENHIEP | Chau Son | Di Loc | Phu Nhan | Phu Son | XUYENKIEU | TRAKIEUTHUON | XUYENCHAU | MACHAU | Tan My | DUYNINH | PHUNGDONG | Trung Luong | XUYENMY | My Dinh | MYNGA | MYKIEM | My An | My Do | XUYENTRA | XUYENTHU | Thu Bon | Phu Da | Thanh Xuyen | Tinh Yen | XUYENPHU | Phu Nhuan | My Son | Mau Chanh | Thach Ban | XUYENHOA | GIAHCA | MYLUOC | LATHAP | Phu Lac | XUYENKHUONG | OCTHAP | Vinh Trinh | Chau Phong | XUYENTHANH | THOXUYEN | Tan Son | Thanh Chau | XUYENLOC | Le Bac | Nam Le | Bu Ban | CTZ 1 | DIENHONG | Thanh My | TAMDIEU | TUPHPHAUONG | TUPHUTAY | VALY | DIENQUANG | BAOANDONG | BACANTAY | PHIPHU | DIENPHU | XUYENDAI | KYLAN | BENDEN | DIENCHINH | Dong Ban | Dien Phong | Truong | Ban Lanh | DIENNHON | An Truong | HAMAT | THILAT | Hoa Tra | Phu Nam | Na Man | DIENTANG | PHUBONG | Ban Lo | CAMLAN | DIENTIEN | Binh Phuoc | CHAUBAI | Duc Ky | BOBO | DIENSON | Cam Son | Thai Son | Xuan Son | DIENSON | DIENNAN | Cam Van | Da Hoa | Thanh An | La Huan | DIENTHAI | Phong Thu | Ky Long | BINHNH | YLAMDONG | KYLANTAY | DIENXUAN | Lac Thanh | GIAOAN | TYLA | Da Hoa | DIENTHO | GIANGLA | CHAULAN | THONTAY | Thanh Trung | THUYBO | DIENHOA | Quang Hieu | Dong Quang | Bich Nam | Ha Dong | Bich Bac | Bich Tram | Ha Thanh | DIENTHANG | Viem Tay | TRANHQUIT | ANTU | Thon Nam | Thon Dong | THONTAY | Dien An | LATHOBAC | La Tho Nam | Dong Ho | Nhat Giap | NGOCTU | NHIGIAP | Giap Ba | Dien Phuoc | DIENNANAM | DIENPHUONG | Dien Truong | DIENMINH | DIENTHANH | Dien Chau | DIENNGOC | DIENVINH | Dien Binh | DIENHAI | DIENDUONG | CTZ 1 | LOCCHANH | LOCQUANG | LOCMY | Loc An | Loc Ninh | LOCBINH | LOCVINH | Loc Thanh | Loc Son | LOCQUY | Loc Phuoc | Loc Hoa | LOCTAN | Lo Chung | LOCPHONG | Hoa Vang | Hoa Phu | HOATHINH | Hoa Thuong | Hoa Binh | Hoa Hung | HOATHO | HOATHAI | Hoa Loi | HOALUONG | HOAHAI | Hoa Long | HOAPHUNG | Hoa Da | HOAPHUOC | Hoa Lan | Hoa Lac | Hoa Hiep | Hoa Vinh | Hoa Ninh | Hoa Thanh | Hoa Loc | Da Nang | BINTHUAN | Hoa Thuan | Nam Duong | Hai Chau | THACHGTAN | Phuoc Ninh | NAIHIEN | Thach Thang | XUONGBINH | CHINHTRACH | THIENPINH | CHINHTRACH | Thien Binh | Hoa Cuong | Phu Loc | Thanh Khe | XUANDANG | PHUCBANG | Yen Khe | Xuan Hoa | HOAMINH | Hoa Khanh | HOAPHAT | Dong Giang | My Khe | TANTHAI | Nam Tho | NHIHIEN | Phuoc Truong | Co Man | An Hai | NUONGDGHIA | MANQUANG | Son Tra,Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam | Quang Nam | Quang Nam | Quang Nam
156652,https://cdec.vietnam.ttu.edu/search/item.php?rec=156652,F034606772588,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-3380-70, 03/14/1970, CTZ 3, Tay Ninh Province",English,Vietnamese,26,1970/03/14,1970/03/18,1970/02/15,70 0336,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT5971 [11.49735°, 106.45443°]",48PXT5971,11.49735,106.45443,03-3380-70,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Ground Forces | Artillery | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Doctrine, Strategy, Theories of Warfare | Offensive Warfare | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Mortar & Recoilless Rifle",Log # 03-3380-70 | Order of Battle | Operations | Combined Document Exploitation Center,Unknown G Description | Recapitulation reports | AREAOF | RECAPI,US 1st Cav. AirMobile | Company CO-7 | Group GP-BIENHOA | Other Organization | Unit UT-DT,Nguyen Van | C:YEN,CTZ 3 | Loc Ninh | Tan Hung | Minh Thanh | CTZ 3 | Military Region 10 Southwestern Highlands | MR10 Southwestern Highlands | CTZ 3 | Subregion 1 | CTZ 3 | Dau Tieng | Dong Du,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Tay Ninh | Binh Long | Hau Hghia | Binh Duong
158871,https://cdec.vietnam.ttu.edu/search/item.php?rec=158871,F034606892672,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-1212-70, 03/31/1970, CTZ 3, Tay Ninh Province",English,Vietnamese,22,1970/03/31,1970/04/04,1968/10/23,70 0382,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT0286 [11.63512°, 105.93233°]",48PXT0286,11.63512,105.93233,04-1212-70,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Staff Level Organizations | Personnel, Administration, Political Control | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Central Committee | Organization Bureau | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Regional Organization | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | General | National Congress or Conference",Log # 04-1212-70 | Biography | Officer Personnel | Operations | Military in General | Combined Document Exploitation Center,Political Officer | Route-2 | Unknown G Description | POLITI | RTE2 | BATUOI,"US 11th Regiment | South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LCommunist Party Member, LNon-Infiltrator | Battalion BN-4 | Group GP-DONGXOAI | Regiment RT-272 | Division DN-9 | Company CO-3 | Unit UT-T14 | Group GP-23 | Unit UT-Z4 | Unit UT-D4 | Unit UT-B2 | Unit UT-F55 | Group GP-54 | Group GP-54 | Unit UT-Z32",Dang Chi Trung | Trung | Dang Van Trung | Trung | Trung | Nguyen Tan Dan | Danh | C:VOVANKHEO | Khe | C:VOVANNHAM | Nham | Nguyen Tan | Dien | Dong Thanh Lam | Lam | Tran Van | C:MUON | Tran Long | Long | Phan Trung Khi | Khi | Thai Hiep | Hiep,CTZ 3 | BINHCO | Binh My | BAUKHAI | DUONGLONG1 | DUONGLONG2 | DUONGLONG3 | Bau Tram | BUNGCONG | CAUMON | TRAMQUAN | RINET | CAYDEN | My Phuoc | BALANXI | BACGACHE | BENTHE | CTZ 3 | Ba Ria | Xa Cat | DONGPANH | DONGRUM | TRATHANH | BUOAI | Loc Ninh | THOIRUN | NHIBINH | Duc Lap | An Vinh | Sai Gon | BADIEM | XUANTHOITHUO | CTZ 5 | GIONGLOP | VANBON | Tra Cao | Go Noi | BAOQUANG,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 5,Tay Ninh | Phuoc Tuy | Gia Dinh
159023,https://cdec.vietnam.ttu.edu/search/item.php?rec=159023,F034606901676,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-2535-70, 03/13/1970, CTZ 1, Quang Nam Province",English,Vietnamese,35,1970/03/13,1970/03/17,1969/07/30,70 0353,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"49PAT9952 [15.83212°, 108.18578°]",49PAT9952,15.83212,108.18578,03-2535-70,"Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | General | National Congress or Conference | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Sectional Organization | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Equipment | Armed Forces | Effect of Hostilities | Governmental Politics, & International Activities & Institutes | Missions | Other | Governmental Politics, & International Activities & Institutes | Propaganda | Media | Leaflets, Posters, Stickers | Social & Cultural Structure & Institutions | Population Data, Movements, & Policies | Population Structure | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Collection Procedures & Projects | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Loyalty & Security Programs | Investigations & Hearings | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Covert Operations, Tradecraft Techniques, Espionage, Counterespionage | Agents | Armed Forces | Administrative Organizations, Bureaus, Directorates, & Technical Services | Engineer, Labor Battalions, Construction Battalions | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Governmental Repressive Measures | Execution | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Covert Operations, Tradecraft Techniques, Espionage, Counterespionage | Agents | Selection & Recruitment | Governmental Politics, & International Activities & Institutes | Psychological Warfare | Capabilities","Log # 03-2535-70 | Captured, Found, or Recovered | Combined Document Exploitation Center","Effects of ground operations, except artillery | Civilian | EFFGRO | CIVILI",US 1st Marine Div. (Inc. ITT's) | Unit UT-I70 | Unit UT-A45 | Unit UT-B2 | Unit UT-E51,,CTZ 1 | CTZ 1 | QUANGD | Military Region 5 Region | MR5 Region | Loc Hoa | Loc Phuoc | LOCXUAN | Loc Son | LOCVINH | Loc Ninh | LOCMY,Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam
159074,https://cdec.vietnam.ttu.edu/search/item.php?rec=159074,F034606902417,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-2839-70, 02/07/1970, CTZ 4, Chau Doc Province",English,Vietnamese,13,1970/02/07,1970/03/26,1969/02/10,70 0365,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PVS9364 [10.53326°, 104.93265°]",48PVS9364,10.53326,104.93265,03-2839-70,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Armed Forces | Ground Forces | Artillery | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Cavalry | Artillery | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice | Armed Forces | Defense Installations | Shelters | Above Ground | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps","Log # 03-2839-70 | Operations | Transportation Techniques | Construction, Repair, and Expansion | Order of Battle | Combined Document Exploitation Center",Political Officer | Recapitulation reports | POLITI | RECAPI,Other Organization | Group GP-21 | Division DN-21 | Division DN-1 | Company CO-1 | Battalion BN-22 | Other Organization | Company CO-1 | Unit UT-K32 | Battalion BN-32 | Unit UT-C1 | Unit UT-Z22 | Unit UT-E66 | Group GP-75 | Company CO-1 | Battalion BN-22 | Regiment RT-66,Nguyen Vien | Vien | Len | Nguyen Lat | Lat,CTZ 4 | Suoi Da | Loc Ninh | Suoi Giay | BACHIEM,Combat Tactical Zone 4,Chau Doc
159411,https://cdec.vietnam.ttu.edu/search/item.php?rec=159411,F034606921534,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-1456-70, 03/29/1970, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,19,1970/03/29,1970/04/04,1968/04/00,70 0501,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PYU2127 [12.00008°, 107.02637°]",48PYU2127,12.00008,107.02637,04-1456-70,"Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Mortar & Recoilless Rifle | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 04-1456-70 | Operations | Combined Document Exploitation Center,,Other Organization | Group GP-85C | Division DN-5,,CTZ 3 | CTZ 3 | DONGLACH | CTZ 3 | BINHSO | CTZ 3 | NUIDUC | CTZ 3 | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Long | Phuoc Long | Bien Hoa | Bien Hoa | Phuoc Tuy | Phuoc Long
160357,https://cdec.vietnam.ttu.edu/search/item.php?rec=160357,F034606971347,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-2445-70, 04/12/1970, CTZ 1, Quang Nam Province",English,Vietnamese,30,1970/04/12,1970/04/21,1970/03/13,70 0551,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"49PBT1148 [15.79742°, 108.29819°]",49PBT1148,15.79742,108.29819,04-2445-70 | V-00034,"Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Regional Organization | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | General | National Congress or Conference | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Codes & Ciphers | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Central Committee | Political Secretariat",Log # 04-2445-70 | Log # V-00034 | Combined Document Exploitation Center,Viet Cong Circulars | Cover designations | CIRCUL | COVER,US 1st Marine Div. (Inc. ITT's) | Unit UT-P50 | Other Organization | Other Organization | Unit UT-C50 | Unit UT-B1 | Unit UT-B28 | Unit UT-X1 | Unit UT-X21 | Unit UT-N1 | Unit UT-N18 | Unit UT-A1 | Unit UT-A6 | Unit UT-K1 | Unit UT-K12 | Unit UT-41 | Unit UT-H6,,CTZ 1 | CTZ 1 | QUANGD | Military Region 5 Region | MR5 Region | CTZ 1 | CTZ 1 | CTZ 1 | Hoi An | DIENHONG | DIENQUANG | Dien Phong | DIENCHINH | DIENTAN | DIENNHON | DIENXUAN | DIENVAN | DIENTIEN | DIENTHO | DIENTHAI | Dien Phuoc | Dien An | DIENHOA | DIENTHANG | DIENMINH | DIENTHANH | Dien Chau | Vinh Dien | DIENNGOC | DIENVINH | Dien Binh | Dien Trung | DIENHAI | DIENDUONG | Lai Nghi | An Hoa | XUYENTHU | Lai Nghi | An Hoa | XUYENTHU | XUYENPHU | XUYENHOA | XUYENKHUONG | XUYENLOC | XUYENTHANH | XUYENTRUONG | XUYENKIEU | XUYENHIEP | XUYENTRA | XUYENCHAU | XUYENMY | XUYENTAN | XUYENQUANG | XUYENTHAI | XUYENAN | XUYENLONG | XUYENPHUOC | XUYENTHO | XUYENNGHIA | Loc Phuoc | Loc Thuan | LOCXUAN | Loc Hoa | Loc Thanh | Loc Son | LOCTANNH | Loc Son | LOCTAN | Loc Ninh | Loc Binh | LOCVIN | LOCTAN | Loc Ninh | Loc Binh | LOCVINH | LOCQUANG | LOCMY | Thuong Duc | Loc An | LOCCHANH | LOCHUN | Loc An | LOCCHANH | Lo Chung | CAMCHAU | Cam-An | CAMKIM | CAMNAM | Cam Thanh | Cam Ha | Hoa Binh | Hoa Ninh | Hoa Thuong | Hoa Phu | HOALUONG | Hoa Loi | Hoa Hung | TUYLOAN | Hoa Son | HOATHAI | HOACHAU | HOATHO | HOAHAI | Hoa Lan | HOAPHUNG | Hoa Long | Hoa Da | HOAPHUOC,Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam | Quang Nam | Quang Nam | Quang Nam
160602,https://cdec.vietnam.ttu.edu/search/item.php?rec=160602,F034606981682,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-2614-70, 04/19/1970, CTZ 1, Quang Nam Province",English,Vietnamese,51,1970/04/19,1970/04/22,1969/04/01,70 0586,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"49PAT8063 [15.92906°, 108.0071°]",49PAT8063,15.92906,108.0071,04-2614-70,Armed Forces | Staff Level Organizations | Operations | Armed Forces | Irregular & Paramilitary Forces | Unconventional Forces | Armed Forces | Staff Level Organizations | Armed Forces | Defense Installations | Fortified Villages | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles,Log # 04-2614-70 | Tables of Organization and Equipment | Order of Battle | Combined Document Exploitation Center,,US 1st Marine Div. (Inc. ITT's) | Unit UT-70A | Other Organization | Unit UT-N8,Tran Dinh Phuc | Phuc | Le Van Tuan | Tuan,CTZ 1 | CTZ 1 | QUANGD | Military Region 5 Region | MR5 Region | HOATHAI | Tay An | Hoa Loi | CTZ 1 | Loc Ninh,Combat Tactical Zone 1 | Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam | Quang Nam
160980,https://cdec.vietnam.ttu.edu/search/item.php?rec=160980,F034607001547,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-2250-70, 04/11/1970, CTZ 3, Tay Ninh Province",English,Vietnamese,9,1970/04/11,1970/04/13,1970/03/02,70 0565,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN","The Viet Cong, Central Office, SVN, NLFVN",Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT4140 [11.21784°, 106.28817°]",48PXT4140,11.21784,106.28817,04-2250-70,"Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Regional Organization | Armed Forces | Tactics & Operations | General | Civilian Exploitation & Utilization | Armed Forces | Manpower & Personnel Procurement | Manpower Available for Military Service | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | Front & Auxiliary Organizations, National & International | Youth | Transportation & Communication Systems | Transportation System, General | Adaptability to Military Use | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice | Governmental Politics, & International Activities & Institutes | Psychological Warfare | Armed Forces | Administrative Organizations, Bureaus, Directorates, & Technical Services | Other | Commerce, Industry, Finance | Foreign Exchange & Gold, Balance of Payments, International Capital Movements | International Capital Movements | Commerce, Industry, Finance | Foreign Exchange & Gold, Balance of Payments, International Capital Movements | Foreign Exchange & Gold | Controls & Permits",Log # 04-2250-70 | Procurement | Production Difficulties | Combined Document Exploitation Center,Forward | Assault | Unknown G Description | Rear | FORWAR | ASSAUL | CITIZE | REAR,US 25th Inf. Div. (Inc. 25th MI Det) | Unit UT-13 | Letter box number LB-3063A | Group GP-82,Nguyen Pha | Pha,CTZ 3 | CTZ 3 | Ben Cau | CTZ 3 | CTZ 3 | CTZ 3 | GODAU | CTZ 3 | DUONGMINHCHA | Loc Ninh,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Tay Ninh | Tay Ninh | Bien Hoa | Tay Ninh | Tay Ninh | Tay Ninh
162268,https://cdec.vietnam.ttu.edu/search/item.php?rec=162268,F034607072641,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 05-1628-70, 05/05/1970, Unknown D Description",English,Vietnamese,7,1970/05/05,1970/05/09,1967/12/14,70 0648,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXU5533 [12.05805°, 106.42064°]",48PXU5533,12.05805,106.42064,05-1628-70,"Armed Forces | Ground Forces | Antiaircraft Artillery | Brigades, Regiments, Battalions, & Smaller Units | Unknown Intelligence Subject Code | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles",Log # 05-1628-70 | Combined Document Exploitation Center,,US 11th Regiment | Unit UT-X18 | Company CO-18 | Regiment RT-141 | Division DN-7 | Letter box number LB-86533YK,,CB515 | Loc Ninh | LOCTAN | Loc Hoa | Dau Tieng | Khe Sanh | BANGDUI,,
