sheet_number,sheet_name,pdf_url,wgs84_sw_lon,wgs84_sw_lat,wgs84_ne_lon,wgs84_ne_lat,neatline_pixels,error
6441-4,A Luoi,https://upload.wikimedia.org/wikipedia/commons/2/2f/Map_by_the_US_Army_Map_Service_-_A_Luoi_-_-_vietnam_-_a_luoi-6441-4.pdf,106.9870306,16.1817018,107.2603239,16.5147746,"222,346 813,346 6531,347 6533,666 6539,6580 6540,6875 6076,6877 219,6877",
